"description","sequence","time"
"positions the component onto the table in 3 or 4 steps","A0 B0 G0 A6 B0 P6 A0","4.319999999999999"
"positions the component onto the WIP in 3 or 4 steps","A0 B0 G0 A6 B0 P6 A0","4.319999999999999"
"positions the component onto the fixture in 3 or 4 steps","A0 B0 G0 A6 B0 P6 A0","4.319999999999999"
"positions the object into the box in 3 or 4 steps","A0 B0 G0 A6 B0 P6 A0","4.319999999999999"
"positions the object onto the table in 3 or 4 steps","A0 B0 G0 A6 B0 P6 A0","4.319999999999999"
"positions the object onto the WIP in 3 or 4 steps","A0 B0 G0 A6 B0 P6 A0","4.319999999999999"
"positions the object onto the fixture in 3 or 4 steps","A0 B0 G0 A6 B0 P6 A0","4.319999999999999"
"tosses the component into the box in 3 or 4 steps, 50% of the time","A0 B0 G0 A6 B3 P0 A0","3.2399999999999998"
"tosses the component onto the table in 3 or 4 steps, 50% of the time","A0 B0 G0 A6 B3 P0 A0","3.2399999999999998"
"tosses the component onto the WIP in 3 or 4 steps, 50% of the time","A0 B0 G0 A6 B3 P0 A0","3.2399999999999998"
"tosses the component onto the fixture in 3 or 4 steps, 50% of the time","A0 B0 G0 A6 B3 P0 A0","3.2399999999999998"
"tosses the object into the box in 3 or 4 steps, 50% of the time","A0 B0 G0 A6 B3 P0 A0","3.2399999999999998"
"tosses the object onto the table in 3 or 4 steps, 50% of the time","A0 B0 G0 A6 B3 P0 A0","3.2399999999999998"
"tosses the object onto the WIP in 3 or 4 steps, 50% of the time","A0 B0 G0 A6 B3 P0 A0","3.2399999999999998"
"tosses the object onto the fixture in 3 or 4 steps, 50% of the time","A0 B0 G0 A6 B3 P0 A0","3.2399999999999998"
"puts the component into the box in 3 or 4 steps, 50% of the time","A0 B0 G0 A6 B3 P1 A0","3.5999999999999996"
"puts the component onto the table in 3 or 4 steps, 50% of the time","A0 B0 G0 A6 B3 P1 A0","3.5999999999999996"
"puts the component onto the WIP in 3 or 4 steps, 50% of the time","A0 B0 G0 A6 B3 P1 A0","3.5999999999999996"
"puts the component onto the fixture in 3 or 4 steps, 50% of the time","A0 B0 G0 A6 B3 P1 A0","3.5999999999999996"
"puts the object into the box in 3 or 4 steps, 50% of the time","A0 B0 G0 A6 B3 P1 A0","3.5999999999999996"
"puts the object onto the table in 3 or 4 steps, 50% of the time","A0 B0 G0 A6 B3 P1 A0","3.5999999999999996"
"puts the object onto the WIP in 3 or 4 steps, 50% of the time","A0 B0 G0 A6 B3 P1 A0","3.5999999999999996"
"puts the object onto the fixture in 3 or 4 steps, 50% of the time","A0 B0 G0 A6 B3 P1 A0","3.5999999999999996"
"places the component into the box in 3 or 4 steps, 50% of the time","A0 B0 G0 A6 B3 P3 A0","4.319999999999999"
"places the component onto the table in 3 or 4 steps, 50% of the time","A0 B0 G0 A6 B3 P3 A0","4.319999999999999"
"places the component onto the WIP in 3 or 4 steps, 50% of the time","A0 B0 G0 A6 B3 P3 A0","4.319999999999999"
"places the component onto the fixture in 3 or 4 steps, 50% of the time","A0 B0 G0 A6 B3 P3 A0","4.319999999999999"
"places the object into the box in 3 or 4 steps, 50% of the time","A0 B0 G0 A6 B3 P3 A0","4.319999999999999"
"places the object onto the table in 3 or 4 steps, 50% of the time","A0 B0 G0 A6 B3 P3 A0","4.319999999999999"
"places the object onto the WIP in 3 or 4 steps, 50% of the time","A0 B0 G0 A6 B3 P3 A0","4.319999999999999"
"places the object onto the fixture in 3 or 4 steps, 50% of the time","A0 B0 G0 A6 B3 P3 A0","4.319999999999999"
"positions the component into the box in 3 or 4 steps, 50% of the time","A0 B0 G0 A6 B3 P6 A0","5.3999999999999995"
"positions the component onto the table in 3 or 4 steps, 50% of the time","A0 B0 G0 A6 B3 P6 A0","5.3999999999999995"
"positions the component onto the WIP in 3 or 4 steps, 50% of the time","A0 B0 G0 A6 B3 P6 A0","5.3999999999999995"
"positions the component onto the fixture in 3 or 4 steps, 50% of the time","A0 B0 G0 A6 B3 P6 A0","5.3999999999999995"
"positions the object into the box in 3 or 4 steps, 50% of the time","A0 B0 G0 A6 B3 P6 A0","5.3999999999999995"
"positions the object onto the table in 3 or 4 steps, 50% of the time","A0 B0 G0 A6 B3 P6 A0","5.3999999999999995"
"positions the object onto the WIP in 3 or 4 steps, 50% of the time","A0 B0 G0 A6 B3 P6 A0","5.3999999999999995"
"positions the object onto the fixture in 3 or 4 steps, 50% of the time","A0 B0 G0 A6 B3 P6 A0","5.3999999999999995"
"tosses the component into the box in 3 or 4 steps, 100% of the time","A0 B0 G0 A6 B6 P0 A0","4.319999999999999"
"tosses the component onto the table in 3 or 4 steps, 100% of the time","A0 B0 G0 A6 B6 P0 A0","4.319999999999999"
"tosses the component onto the WIP in 3 or 4 steps, 100% of the time","A0 B0 G0 A6 B6 P0 A0","4.319999999999999"
"tosses the component onto the fixture in 3 or 4 steps, 100% of the time","A0 B0 G0 A6 B6 P0 A0","4.319999999999999"
"tosses the object into the box in 3 or 4 steps, 100% of the time","A0 B0 G0 A6 B6 P0 A0","4.319999999999999"
"tosses the object onto the table in 3 or 4 steps, 100% of the time","A0 B0 G0 A6 B6 P0 A0","4.319999999999999"
"tosses the object onto the WIP in 3 or 4 steps, 100% of the time","A0 B0 G0 A6 B6 P0 A0","4.319999999999999"
"tosses the object onto the fixture in 3 or 4 steps, 100% of the time","A0 B0 G0 A6 B6 P0 A0","4.319999999999999"
"puts the component into the box in 3 or 4 steps, 100% of the time","A0 B0 G0 A6 B6 P1 A0","4.68"
"puts the component onto the table in 3 or 4 steps, 100% of the time","A0 B0 G0 A6 B6 P1 A0","4.68"
"puts the component onto the WIP in 3 or 4 steps, 100% of the time","A0 B0 G0 A6 B6 P1 A0","4.68"
"puts the component onto the fixture in 3 or 4 steps, 100% of the time","A0 B0 G0 A6 B6 P1 A0","4.68"
"puts the object into the box in 3 or 4 steps, 100% of the time","A0 B0 G0 A6 B6 P1 A0","4.68"
"puts the object onto the table in 3 or 4 steps, 100% of the time","A0 B0 G0 A6 B6 P1 A0","4.68"
"puts the object onto the WIP in 3 or 4 steps, 100% of the time","A0 B0 G0 A6 B6 P1 A0","4.68"
"puts the object onto the fixture in 3 or 4 steps, 100% of the time","A0 B0 G0 A6 B6 P1 A0","4.68"
"places the component into the box in 3 or 4 steps, 100% of the time","A0 B0 G0 A6 B6 P3 A0","5.3999999999999995"
"places the component onto the table in 3 or 4 steps, 100% of the time","A0 B0 G0 A6 B6 P3 A0","5.3999999999999995"
"places the component onto the WIP in 3 or 4 steps, 100% of the time","A0 B0 G0 A6 B6 P3 A0","5.3999999999999995"
"places the component onto the fixture in 3 or 4 steps, 100% of the time","A0 B0 G0 A6 B6 P3 A0","5.3999999999999995"
"places the object into the box in 3 or 4 steps, 100% of the time","A0 B0 G0 A6 B6 P3 A0","5.3999999999999995"
"places the object onto the table in 3 or 4 steps, 100% of the time","A0 B0 G0 A6 B6 P3 A0","5.3999999999999995"
"places the object onto the WIP in 3 or 4 steps, 100% of the time","A0 B0 G0 A6 B6 P3 A0","5.3999999999999995"
"places the object onto the fixture in 3 or 4 steps, 100% of the time","A0 B0 G0 A6 B6 P3 A0","5.3999999999999995"
"positions the component into the box in 3 or 4 steps, 100% of the time","A0 B0 G0 A6 B6 P6 A0","6.4799999999999995"
"positions the component onto the table in 3 or 4 steps, 100% of the time","A0 B0 G0 A6 B6 P6 A0","6.4799999999999995"
"positions the component onto the WIP in 3 or 4 steps, 100% of the time","A0 B0 G0 A6 B6 P6 A0","6.4799999999999995"
"positions the component onto the fixture in 3 or 4 steps, 100% of the time","A0 B0 G0 A6 B6 P6 A0","6.4799999999999995"
"positions the object into the box in 3 or 4 steps, 100% of the time","A0 B0 G0 A6 B6 P6 A0","6.4799999999999995"
"positions the object onto the table in 3 or 4 steps, 100% of the time","A0 B0 G0 A6 B6 P6 A0","6.4799999999999995"
"positions the object onto the WIP in 3 or 4 steps, 100% of the time","A0 B0 G0 A6 B6 P6 A0","6.4799999999999995"
"positions the object onto the fixture in 3 or 4 steps, 100% of the time","A0 B0 G0 A6 B6 P6 A0","6.4799999999999995"
"tosses the component into the box in 3 or 4 steps, 100% of the times with adjustment","A0 B0 G0 A6 B10 P0 A0","5.76"
"tosses the component onto the table in 3 or 4 steps, 100% of the times with adjustment","A0 B0 G0 A6 B10 P0 A0","5.76"
"tosses the component onto the WIP in 3 or 4 steps, 100% of the times with adjustment","A0 B0 G0 A6 B10 P0 A0","5.76"
"tosses the component onto the fixture in 3 or 4 steps, 100% of the times with adjustment","A0 B0 G0 A6 B10 P0 A0","5.76"
"tosses the object into the box in 3 or 4 steps, 100% of the times with adjustment","A0 B0 G0 A6 B10 P0 A0","5.76"
"tosses the object onto the table in 3 or 4 steps, 100% of the times with adjustment","A0 B0 G0 A6 B10 P0 A0","5.76"
"tosses the object onto the WIP in 3 or 4 steps, 100% of the times with adjustment","A0 B0 G0 A6 B10 P0 A0","5.76"
"tosses the object onto the fixture in 3 or 4 steps, 100% of the times with adjustment","A0 B0 G0 A6 B10 P0 A0","5.76"
"puts the component into the box in 3 or 4 steps, 100% of the times with adjustment","A0 B0 G0 A6 B10 P1 A0","6.119999999999999"
"puts the component onto the table in 3 or 4 steps, 100% of the times with adjustment","A0 B0 G0 A6 B10 P1 A0","6.119999999999999"
"puts the component onto the WIP in 3 or 4 steps, 100% of the times with adjustment","A0 B0 G0 A6 B10 P1 A0","6.119999999999999"
"puts the component onto the fixture in 3 or 4 steps, 100% of the times with adjustment","A0 B0 G0 A6 B10 P1 A0","6.119999999999999"
"puts the object into the box in 3 or 4 steps, 100% of the times with adjustment","A0 B0 G0 A6 B10 P1 A0","6.119999999999999"
"puts the object onto the table in 3 or 4 steps, 100% of the times with adjustment","A0 B0 G0 A6 B10 P1 A0","6.119999999999999"
"puts the object onto the WIP in 3 or 4 steps, 100% of the times with adjustment","A0 B0 G0 A6 B10 P1 A0","6.119999999999999"
"puts the object onto the fixture in 3 or 4 steps, 100% of the times with adjustment","A0 B0 G0 A6 B10 P1 A0","6.119999999999999"
"places the component into the box in 3 or 4 steps, 100% of the times with adjustment","A0 B0 G0 A6 B10 P3 A0","6.84"
"places the component onto the table in 3 or 4 steps, 100% of the times with adjustment","A0 B0 G0 A6 B10 P3 A0","6.84"
"places the component onto the WIP in 3 or 4 steps, 100% of the times with adjustment","A0 B0 G0 A6 B10 P3 A0","6.84"
"places the component onto the fixture in 3 or 4 steps, 100% of the times with adjustment","A0 B0 G0 A6 B10 P3 A0","6.84"
"places the object into the box in 3 or 4 steps, 100% of the times with adjustment","A0 B0 G0 A6 B10 P3 A0","6.84"
"places the object onto the table in 3 or 4 steps, 100% of the times with adjustment","A0 B0 G0 A6 B10 P3 A0","6.84"
"places the object onto the WIP in 3 or 4 steps, 100% of the times with adjustment","A0 B0 G0 A6 B10 P3 A0","6.84"
"places the object onto the fixture in 3 or 4 steps, 100% of the times with adjustment","A0 B0 G0 A6 B10 P3 A0","6.84"
"positions the component into the box in 3 or 4 steps, 100% of the times with adjustment","A0 B0 G0 A6 B10 P6 A0","7.919999999999999"
"positions the component onto the table in 3 or 4 steps, 100% of the times with adjustment","A0 B0 G0 A6 B10 P6 A0","7.919999999999999"
"positions the component onto the WIP in 3 or 4 steps, 100% of the times with adjustment","A0 B0 G0 A6 B10 P6 A0","7.919999999999999"
"positions the component onto the fixture in 3 or 4 steps, 100% of the times with adjustment","A0 B0 G0 A6 B10 P6 A0","7.919999999999999"
"positions the object into the box in 3 or 4 steps, 100% of the times with adjustment","A0 B0 G0 A6 B10 P6 A0","7.919999999999999"
"positions the object onto the table in 3 or 4 steps, 100% of the times with adjustment","A0 B0 G0 A6 B10 P6 A0","7.919999999999999"
"positions the object onto the WIP in 3 or 4 steps, 100% of the times with adjustment","A0 B0 G0 A6 B10 P6 A0","7.919999999999999"
"positions the object onto the fixture in 3 or 4 steps, 100% of the times with adjustment","A0 B0 G0 A6 B10 P6 A0","7.919999999999999"
"tosses the component into the box in 5 or 7 steps ","A0 B0 G0 A10 B0 P0 A0","3.5999999999999996"
"tosses the component onto the table in 5 or 7 steps","A0 B0 G0 A10 B0 P0 A0","3.5999999999999996"
"tosses the component onto the WIP in 5 or 7 steps","A0 B0 G0 A10 B0 P0 A0","3.5999999999999996"
"tosses the component onto the fixture in 5 or 7 steps","A0 B0 G0 A10 B0 P0 A0","3.5999999999999996"
"tosses the object into the box in 5 or 7 steps","A0 B0 G0 A10 B0 P0 A0","3.5999999999999996"
"tosses the object onto the table in 5 or 7 steps","A0 B0 G0 A10 B0 P0 A0","3.5999999999999996"
"tosses the object onto the WIP in 5 or 7 steps","A0 B0 G0 A10 B0 P0 A0","3.5999999999999996"
"tosses the object onto the fixture in 5 or 7 steps","A0 B0 G0 A10 B0 P0 A0","3.5999999999999996"
"puts the component into the box in 5 or 7 steps","A0 B0 G0 A10 B0 P1 A0","3.9599999999999995"
"puts the component onto the table in 5 or 7 steps","A0 B0 G0 A10 B0 P1 A0","3.9599999999999995"
"puts the component onto the WIP in 5 or 7 steps","A0 B0 G0 A10 B0 P1 A0","3.9599999999999995"
"puts the component onto the fixture in 5 or 7 steps","A0 B0 G0 A10 B0 P1 A0","3.9599999999999995"
"puts the object into the box in 5 or 7 steps","A0 B0 G0 A10 B0 P1 A0","3.9599999999999995"
"puts the object onto the table in 5 or 7 steps","A0 B0 G0 A10 B0 P1 A0","3.9599999999999995"
"puts the object onto the WIP in 5 or 7 steps","A0 B0 G0 A10 B0 P1 A0","3.9599999999999995"
"puts the object onto the fixture in 5 or 7 steps","A0 B0 G0 A10 B0 P1 A0","3.9599999999999995"
"places the component into the box in 5 or 7 steps","A0 B0 G0 A10 B0 P3 A0","4.68"
"places the component onto the table in 5 or 7 steps","A0 B0 G0 A10 B0 P3 A0","4.68"
"places the component onto the WIP in 5 or 7 steps","A0 B0 G0 A10 B0 P3 A0","4.68"
"places the component onto the fixture in 5 or 7 steps","A0 B0 G0 A10 B0 P3 A0","4.68"
"places the object into the box in 5 or 7 steps","A0 B0 G0 A10 B0 P3 A0","4.68"
"places the object onto the table in 5 or 7 steps","A0 B0 G0 A10 B0 P3 A0","4.68"
"places the object onto the WIP in 5 or 7 steps","A0 B0 G0 A10 B0 P3 A0","4.68"
"places the object onto the fixture in 5 or 7 steps","A0 B0 G0 A10 B0 P3 A0","4.68"
"positions the component into the box in 5 or 7 steps","A0 B0 G0 A10 B0 P6 A0","5.76"
"positions the component onto the table in 5 or 7 steps","A0 B0 G0 A10 B0 P6 A0","5.76"
"positions the component onto the WIP in 5 or 7 steps","A0 B0 G0 A10 B0 P6 A0","5.76"
"positions the component onto the fixture in 5 or 7 steps","A0 B0 G0 A10 B0 P6 A0","5.76"
"positions the object into the box in 5 or 7 steps","A0 B0 G0 A10 B0 P6 A0","5.76"
"positions the object onto the table in 5 or 7 steps","A0 B0 G0 A10 B0 P6 A0","5.76"
"positions the object onto the WIP in 5 or 7 steps","A0 B0 G0 A10 B0 P6 A0","5.76"
"positions the object onto the fixture in 5 or 7 steps","A0 B0 G0 A10 B0 P6 A0","5.76"
"tosses the component into the box in 5 or 7 steps, 50% of the time","A0 B0 G0 A10 B3 P0 A0","4.68"
"tosses the component onto the table in 5 or 7 steps, 50% of the time","A0 B0 G0 A10 B3 P0 A0","4.68"
"tosses the component onto the WIP in 5 or 7 steps, 50% of the time","A0 B0 G0 A10 B3 P0 A0","4.68"
"tosses the component onto the fixture in 5 or 7 steps, 50% of the time","A0 B0 G0 A10 B3 P0 A0","4.68"
"tosses the object into the box in 5 or 7 steps, 50% of the time","A0 B0 G0 A10 B3 P0 A0","4.68"
"tosses the object onto the table in 5 or 7 steps, 50% of the time","A0 B0 G0 A10 B3 P0 A0","4.68"
"tosses the object onto the WIP in 5 or 7 steps, 50% of the time","A0 B0 G0 A10 B3 P0 A0","4.68"
"tosses the object onto the fixture in 5 or 7 steps, 50% of the time","A0 B0 G0 A10 B3 P0 A0","4.68"
"puts the component into the box in 5 or 7 steps, 50% of the time","A0 B0 G0 A10 B3 P1 A0","5.04"
"puts the component onto the table in 5 or 7 steps, 50% of the time","A0 B0 G0 A10 B3 P1 A0","5.04"
"puts the component onto the WIP in 5 or 7 steps, 50% of the time","A0 B0 G0 A10 B3 P1 A0","5.04"
"puts the component onto the fixture in 5 or 7 steps, 50% of the time","A0 B0 G0 A10 B3 P1 A0","5.04"
"puts the object into the box in 5 or 7 steps, 50% of the time","A0 B0 G0 A10 B3 P1 A0","5.04"
"puts the object onto the table in 5 or 7 steps, 50% of the time","A0 B0 G0 A10 B3 P1 A0","5.04"
"puts the object onto the WIP in 5 or 7 steps, 50% of the time","A0 B0 G0 A10 B3 P1 A0","5.04"
"puts the object onto the fixture in 5 or 7 steps, 50% of the time","A0 B0 G0 A10 B3 P1 A0","5.04"
"places the component into the box in 5 or 7 steps, 50% of the time","A0 B0 G0 A10 B3 P3 A0","5.76"
"places the component onto the table in 5 or 7 steps, 50% of the time","A0 B0 G0 A10 B3 P3 A0","5.76"
"places the component onto the WIP in 5 or 7 steps, 50% of the time","A0 B0 G0 A10 B3 P3 A0","5.76"
"places the component onto the fixture in 5 or 7 steps, 50% of the time","A0 B0 G0 A10 B3 P3 A0","5.76"
"places the object into the box in 5 or 7 steps, 50% of the time","A0 B0 G0 A10 B3 P3 A0","5.76"
"places the object onto the table in 5 or 7 steps, 50% of the time","A0 B0 G0 A10 B3 P3 A0","5.76"
"places the object onto the WIP in 5 or 7 steps, 50% of the time","A0 B0 G0 A10 B3 P3 A0","5.76"
"places the object onto the fixture in 5 or 7 steps, 50% of the time","A0 B0 G0 A10 B3 P3 A0","5.76"
"positions the component into the box in 5 or 7 steps, 50% of the time","A0 B0 G0 A10 B3 P6 A0","6.84"
"positions the component onto the table in 5 or 7 steps, 50% of the time","A0 B0 G0 A10 B3 P6 A0","6.84"
"positions the component onto the WIP in 5 or 7 steps, 50% of the time","A0 B0 G0 A10 B3 P6 A0","6.84"
"positions the component onto the fixture in 5 or 7 steps, 50% of the time","A0 B0 G0 A10 B3 P6 A0","6.84"
"positions the object into the box in 5 or 7 steps, 50% of the time","A0 B0 G0 A10 B3 P6 A0","6.84"
"positions the object onto the table in 5 or 7 steps, 50% of the time","A0 B0 G0 A10 B3 P6 A0","6.84"
"positions the object onto the WIP in 5 or 7 steps, 50% of the time","A0 B0 G0 A10 B3 P6 A0","6.84"
"positions the object onto the fixture in 5 or 7 steps, 50% of the time","A0 B0 G0 A10 B3 P6 A0","6.84"
"tosses the component into the box in 5 or 7 steps, 100% of the time","A0 B0 G0 A10 B6 P0 A0","5.76"
"tosses the component onto the table in 5 or 7 steps, 100% of the time","A0 B0 G0 A10 B6 P0 A0","5.76"
"tosses the component onto the WIP in 5 or 7 steps, 100% of the time","A0 B0 G0 A10 B6 P0 A0","5.76"
"tosses the component onto the fixture in 5 or 7 steps, 100% of the time","A0 B0 G0 A10 B6 P0 A0","5.76"
"tosses the object into the box in 5 or 7 steps, 100% of the time","A0 B0 G0 A10 B6 P0 A0","5.76"
"tosses the object onto the table in 5 or 7 steps, 100% of the time","A0 B0 G0 A10 B6 P0 A0","5.76"
"tosses the object onto the WIP in 5 or 7 steps, 100% of the time","A0 B0 G0 A10 B6 P0 A0","5.76"
"tosses the object onto the fixture in 5 or 7 steps, 100% of the time","A0 B0 G0 A10 B6 P0 A0","5.76"
"puts the component into the box in 5 or 7 steps, 100% of the time","A0 B0 G0 A10 B6 P1 A0","6.119999999999999"
"puts the component onto the table in 5 or 7 steps, 100% of the time","A0 B0 G0 A10 B6 P1 A0","6.119999999999999"
"puts the component onto the WIP in 5 or 7 steps, 100% of the time","A0 B0 G0 A10 B6 P1 A0","6.119999999999999"
"puts the component onto the fixture in 5 or 7 steps, 100% of the time","A0 B0 G0 A10 B6 P1 A0","6.119999999999999"
"puts the object into the box in 5 or 7 steps, 100% of the time","A0 B0 G0 A10 B6 P1 A0","6.119999999999999"
"puts the object onto the table in 5 or 7 steps, 100% of the time","A0 B0 G0 A10 B6 P1 A0","6.119999999999999"
"puts the object onto the WIP in 5 or 7 steps, 100% of the time","A0 B0 G0 A10 B6 P1 A0","6.119999999999999"
"puts the object onto the fixture in 5 or 7 steps, 100% of the time","A0 B0 G0 A10 B6 P1 A0","6.119999999999999"
"places the component into the box in 5 or 7 steps, 100% of the time","A0 B0 G0 A10 B6 P3 A0","6.84"
"places the component onto the table in 5 or 7 steps, 100% of the time","A0 B0 G0 A10 B6 P3 A0","6.84"
"places the component onto the WIP in 5 or 7 steps, 100% of the time","A0 B0 G0 A10 B6 P3 A0","6.84"
"places the component onto the fixture in 5 or 7 steps, 100% of the time","A0 B0 G0 A10 B6 P3 A0","6.84"
"places the object into the box in 5 or 7 steps, 100% of the time","A0 B0 G0 A10 B6 P3 A0","6.84"
"places the object onto the table in 5 or 7 steps, 100% of the time","A0 B0 G0 A10 B6 P3 A0","6.84"
"places the object onto the WIP in 5 or 7 steps, 100% of the time","A0 B0 G0 A10 B6 P3 A0","6.84"
"places the object onto the fixture in 5 or 7 steps, 100% of the time","A0 B0 G0 A10 B6 P3 A0","6.84"
"positions the component into the box in 5 or 7 steps, 100% of the time","A0 B0 G0 A10 B6 P6 A0","7.919999999999999"
"positions the component onto the table in 5 or 7 steps, 100% of the time","A0 B0 G0 A10 B6 P6 A0","7.919999999999999"
"positions the component onto the WIP in 5 or 7 steps, 100% of the time","A0 B0 G0 A10 B6 P6 A0","7.919999999999999"
"positions the component onto the fixture in 5 or 7 steps, 100% of the time","A0 B0 G0 A10 B6 P6 A0","7.919999999999999"
"positions the object into the box in 5 or 7 steps, 100% of the time","A0 B0 G0 A10 B6 P6 A0","7.919999999999999"
"positions the object onto the table in 5 or 7 steps, 100% of the time","A0 B0 G0 A10 B6 P6 A0","7.919999999999999"
"positions the object onto the WIP in 5 or 7 steps, 100% of the time","A0 B0 G0 A10 B6 P6 A0","7.919999999999999"
"positions the object onto the fixture in 5 or 7 steps, 100% of the time","A0 B0 G0 A10 B6 P6 A0","7.919999999999999"
"tosses the component into the box in 5 or 7 steps, 100% of the times with adjustment","A0 B0 G0 A10 B10 P0 A0","7.199999999999999"
"tosses the component onto the table in 5 or 7 steps, 100% of the times with adjustment","A0 B0 G0 A10 B10 P0 A0","7.199999999999999"
"tosses the component onto the WIP in 5 or 7 steps, 100% of the times with adjustment","A0 B0 G0 A10 B10 P0 A0","7.199999999999999"
"tosses the component onto the fixture in 5 or 7 steps, 100% of the times with adjustment","A0 B0 G0 A10 B10 P0 A0","7.199999999999999"
"tosses the object into the box in 5 or 7 steps, 100% of the times with adjustment","A0 B0 G0 A10 B10 P0 A0","7.199999999999999"
"tosses the object onto the table in 5 or 7 steps, 100% of the times with adjustment","A0 B0 G0 A10 B10 P0 A0","7.199999999999999"
"tosses the object onto the WIP in 5 or 7 steps, 100% of the times with adjustment","A0 B0 G0 A10 B10 P0 A0","7.199999999999999"
"tosses the object onto the fixture in 5 or 7 steps, 100% of the times with adjustment","A0 B0 G0 A10 B10 P0 A0","7.199999999999999"
"puts the component into the box in 5 or 7 steps, 100% of the times with adjustment","A0 B0 G0 A10 B10 P1 A0","7.56"
"puts the component onto the table in 5 or 7 steps, 100% of the times with adjustment","A0 B0 G0 A10 B10 P1 A0","7.56"
"puts the component onto the WIP in 5 or 7 steps, 100% of the times with adjustment","A0 B0 G0 A10 B10 P1 A0","7.56"
"puts the component onto the fixture in 5 or 7 steps, 100% of the times with adjustment","A0 B0 G0 A10 B10 P1 A0","7.56"
"puts the object into the box in 5 or 7 steps, 100% of the times with adjustment","A0 B0 G0 A10 B10 P1 A0","7.56"
"puts the object onto the table in 5 or 7 steps, 100% of the times with adjustment","A0 B0 G0 A10 B10 P1 A0","7.56"
"puts the object onto the WIP in 5 or 7 steps, 100% of the times with adjustment","A0 B0 G0 A10 B10 P1 A0","7.56"
"puts the object onto the fixture in 5 or 7 steps, 100% of the times with adjustment","A0 B0 G0 A10 B10 P1 A0","7.56"
"places the component into the box in 5 or 7 steps, 100% of the times with adjustment","A0 B0 G0 A10 B10 P3 A0","8.28"
"places the component onto the table in 5 or 7 steps, 100% of the times with adjustment","A0 B0 G0 A10 B10 P3 A0","8.28"
"places the component onto the WIP in 5 or 7 steps, 100% of the times with adjustment","A0 B0 G0 A10 B10 P3 A0","8.28"
"places the component onto the fixture in 5 or 7 steps, 100% of the times with adjustment","A0 B0 G0 A10 B10 P3 A0","8.28"
"places the object into the box in 5 or 7 steps, 100% of the times with adjustment","A0 B0 G0 A10 B10 P3 A0","8.28"
"places the object onto the table in 5 or 7 steps, 100% of the times with adjustment","A0 B0 G0 A10 B10 P3 A0","8.28"
"places the object onto the WIP in 5 or 7 steps, 100% of the times with adjustment","A0 B0 G0 A10 B10 P3 A0","8.28"
"places the object onto the fixture in 5 or 7 steps, 100% of the times with adjustment","A0 B0 G0 A10 B10 P3 A0","8.28"
"positions the component into the box in 5 or 7 steps, 100% of the times with adjustment","A0 B0 G0 A10 B10 P6 A0","9.36"
"positions the component onto the table in 5 or 7 steps, 100% of the times with adjustment","A0 B0 G0 A10 B10 P6 A0","9.36"
"positions the component onto the WIP in 5 or 7 steps, 100% of the times with adjustment","A0 B0 G0 A10 B10 P6 A0","9.36"
"positions the component onto the fixture in 5 or 7 steps, 100% of the times with adjustment","A0 B0 G0 A10 B10 P6 A0","9.36"
"positions the object into the box in 5 or 7 steps, 100% of the times with adjustment","A0 B0 G0 A10 B10 P6 A0","9.36"
"positions the object onto the table in 5 or 7 steps, 100% of the times with adjustment","A0 B0 G0 A10 B10 P6 A0","9.36"
"positions the object onto the WIP in 5 or 7 steps, 100% of the times with adjustment","A0 B0 G0 A10 B10 P6 A0","9.36"
"positions the object onto the fixture in 5 or 7 steps, 100% of the times with adjustment","A0 B0 G0 A10 B10 P6 A0","9.36"
"tosses the component into the box in 8 or 10 steps ","A0 B0 G0 A16 B0 P0 A0","5.76"
"tosses the component onto the table in 8 or 10 steps","A0 B0 G0 A16 B0 P0 A0","5.76"
"tosses the component onto the WIP in 8 or 10 steps","A0 B0 G0 A16 B0 P0 A0","5.76"
"tosses the component onto the fixture in 8 or 10 steps","A0 B0 G0 A16 B0 P0 A0","5.76"
"tosses the object into the box in 8 or 10 steps","A0 B0 G0 A16 B0 P0 A0","5.76"
"tosses the object onto the table in 8 or 10 steps","A0 B0 G0 A16 B0 P0 A0","5.76"
"tosses the object onto the WIP in 8 or 10 steps","A0 B0 G0 A16 B0 P0 A0","5.76"
"tosses the object onto the fixture in 8 or 10 steps","A0 B0 G0 A16 B0 P0 A0","5.76"
"puts the component into the box in 8 or 10 steps","A0 B0 G0 A16 B0 P1 A0","6.119999999999999"
"puts the component onto the table in 8 or 10 steps","A0 B0 G0 A16 B0 P1 A0","6.119999999999999"
"puts the component onto the WIP in 8 or 10 steps","A0 B0 G0 A16 B0 P1 A0","6.119999999999999"
"puts the component onto the fixture in 8 or 10 steps","A0 B0 G0 A16 B0 P1 A0","6.119999999999999"
"puts the object into the box in 8 or 10 steps","A0 B0 G0 A16 B0 P1 A0","6.119999999999999"
"puts the object onto the table in 8 or 10 steps","A0 B0 G0 A16 B0 P1 A0","6.119999999999999"
"puts the object onto the WIP in 8 or 10 steps","A0 B0 G0 A16 B0 P1 A0","6.119999999999999"
"puts the object onto the fixture in 8 or 10 steps","A0 B0 G0 A16 B0 P1 A0","6.119999999999999"
"places the component into the box in 8 or 10 steps","A0 B0 G0 A16 B0 P3 A0","6.84"
"places the component onto the table in 8 or 10 steps","A0 B0 G0 A16 B0 P3 A0","6.84"
"places the component onto the WIP in 8 or 10 steps","A0 B0 G0 A16 B0 P3 A0","6.84"
"places the component onto the fixture in 8 or 10 steps","A0 B0 G0 A16 B0 P3 A0","6.84"
